date_code, draw_date,num_1,num_2,num_3,num_4,num_5, MB
date=636718752000000000,9/7/2018,8,10,41,54,68,10
date=636716160000000000,9/4/2018,2,7,25,35,44,3
date=636712704000000000,8/31/2018,7,18,29,32,45,17
date=636710112000000000,8/28/2018,3,20,33,34,41,20
date=636706656000000000,8/24/2018,1,6,13,18,49,8
date=636704064000000000,8/21/2018,14,16,19,38,57,11
date=636700608000000000,8/17/2018,1,31,32,47,56,3
date=636698016000000000,8/14/2018,11,26,44,45,46,11
date=636694560000000000,8/10/2018,1,3,12,22,42,6
date=636691968000000000,8/7/2018,2,13,15,21,62,2
date=636688512000000000,8/3/2018,9,28,30,54,60,2
date=636685920000000000,7/31/2018,12,15,35,64,69,9
date=636682464000000000,7/27/2018,1,32,40,49,63,20
date=636679872000000000,7/24/2018,1,2,4,19,29,20
date=636676416000000000,7/20/2018,1,14,30,44,62,1
date=636673824000000000,7/17/2018,40,41,61,66,67,12
date=636670368000000000,7/13/2018,21,22,39,59,68,2
date=636667776000000000,7/10/2018,1,17,28,56,70,14
date=636664320000000000,7/6/2018,2,10,46,50,56,16
date=636661728000000000,7/3/2018,13,35,45,49,68,23
date=636658272000000000,6/29/2018,2,32,47,49,68,23
date=636655680000000000,6/26/2018,17,25,29,39,60,19
date=636652224000000000,6/22/2018,2,6,11,27,44,20
date=636649632000000000,6/19/2018,11,13,28,65,70,14
date=636646176000000000,6/15/2018,1,11,37,47,51,6
date=636643584000000000,6/12/2018,1,3,5,8,70,3
date=636640128000000000,6/8/2018,14,30,33,44,56,13
date=636637536000000000,6/5/2018,22,33,41,48,52,4
date=636634080000000000,6/1/2018,5,24,52,62,66,17
date=636631488000000000,5/29/2018,2,11,55,58,67,2
date=636628032000000000,5/25/2018,11,14,51,64,68,25
date=636625440000000000,5/22/2018,16,17,21,36,48,9
date=636621984000000000,5/18/2018,9,26,53,64,66,11
date=636619392000000000,5/15/2018,21,34,44,49,61,21
date=636615936000000000,5/11/2018,14,38,40,53,70,22
date=636613344000000000,5/8/2018,8,15,39,64,67,13
date=636609888000000000,5/4/2018,4,5,10,12,18,21
date=636607296000000000,5/1/2018,2,7,20,55,70,1
date=636603840000000000,4/27/2018,2,29,38,63,66,11
date=636601248000000000,4/24/2018,3,19,31,32,48,10
date=636597792000000000,4/20/2018,1,15,18,32,45,4
date=636595200000000000,4/17/2018,12,34,44,47,65,22
date=636591744000000000,4/13/2018,8,9,32,42,59,10
date=636589152000000000,4/10/2018,5,13,31,43,53,20
date=636585696000000000,4/6/2018,16,33,51,54,67,20
date=636583104000000000,4/3/2018,4,29,39,42,62,14
date=636579648000000000,3/30/2018,11,28,31,46,59,1
date=636577056000000000,3/27/2018,7,25,43,56,59,13
date=636573600000000000,3/23/2018,4,8,23,53,59,17
date=636571008000000000,3/20/2018,14,38,51,64,70,9
date=636567552000000000,3/16/2018,1,13,26,33,52,11
date=636564960000000000,3/13/2018,6,30,58,60,61,17
date=636561504000000000,3/9/2018,7,17,18,46,66,22
date=636558912000000000,3/6/2018,1,4,26,35,39,22
date=636555456000000000,3/2/2018,24,28,42,60,64,8
date=636552864000000000,2/27/2018,10,17,21,38,43,23
date=636549408000000000,2/23/2018,7,11,13,19,58,9
date=636546816000000000,2/20/2018,17,19,23,24,43,14
date=636543360000000000,2/16/2018,14,38,48,53,58,16
date=636540768000000000,2/13/2018,5,12,15,46,49,1
date=636537312000000000,2/9/2018,28,34,41,46,47,14
date=636534720000000000,2/6/2018,14,17,25,48,58,25
date=636531264000000000,2/2/2018,1,4,14,17,40,4
date=636528672000000000,1/30/2018,29,41,42,49,57,24
date=636525216000000000,1/26/2018,10,16,27,38,43,1
date=636522624000000000,1/23/2018,2,6,30,31,55,7
date=636519168000000000,1/19/2018,3,17,23,49,66,23
date=636516576000000000,1/16/2018,3,11,23,29,59,18
date=636513120000000000,1/12/2018,17,18,33,46,60,24
date=636510528000000000,1/9/2018,16,29,31,65,67,23
date=636507072000000000,1/5/2018,28,30,39,59,70,10
date=636504480000000000,1/2/2018,1,42,47,64,70,22
date=636501024000000000,12/29/2017,4,10,18,28,62,7
date=636498432000000000,12/26/2017,10,12,20,38,41,25
date=636494976000000000,12/22/2017,1,20,30,33,42,16
date=636492384000000000,12/19/2017,28,37,39,42,58,2
date=636488928000000000,12/15/2017,4,12,36,44,57,19
date=636486336000000000,12/12/2017,8,23,24,25,27,9
date=636482880000000000,12/8/2017,6,37,46,60,70,24
date=636480288000000000,12/5/2017,14,15,37,42,67,22
date=636476832000000000,12/1/2017,16,22,40,41,59,8
date=636474240000000000,11/28/2017,10,17,47,51,61,5
date=636470784000000000,11/24/2017,16,36,54,61,64,22
date=636468192000000000,11/21/2017,3,7,22,27,50,3
date=636464736000000000,11/17/2017,3,26,55,58,70,15
date=636462144000000000,11/14/2017,1,14,21,22,28,19
date=636458688000000000,11/10/2017,6,23,38,42,58,24
date=636456096000000000,11/7/2017,1,54,60,68,69,11
date=636452640000000000,11/3/2017,10,22,42,61,69,3
date=636450048000000000,10/31/2017,6,28,31,52,53,12
date=636446592000000000,10/27/2017,17,27,41,51,52,13
date=636444000000000000,10/24/2017,20,24,34,56,64,6
date=636440544000000000,10/20/2017,6,23,63,66,73,9
date=636437952000000000,10/17/2017,31,45,49,56,70,11
date=636434496000000000,10/13/2017,2,7,18,26,31,12
date=636431904000000000,10/10/2017,7,16,24,61,62,2
date=636428448000000000,10/6/2017,21,33,36,45,56,12
date=636425856000000000,10/3/2017,12,18,19,25,67,7
date=636422400000000000,9/29/2017,25,51,62,73,74,7
date=636419808000000000,9/26/2017,1,10,57,66,75,4
date=636416352000000000,9/22/2017,5,39,54,63,66,15
date=636413760000000000,9/19/2017,9,28,31,50,61,10
date=636410304000000000,9/15/2017,18,24,34,38,58,3
date=636407712000000000,9/12/2017,26,37,41,54,65,3
date=636404256000000000,9/8/2017,4,5,14,26,73,14
date=636401664000000000,9/5/2017,11,17,59,70,72,1
date=636398208000000000,9/1/2017,4,13,31,50,64,12
date=636395616000000000,8/29/2017,2,13,17,35,73,3
date=636392160000000000,8/25/2017,17,38,42,51,65,11
date=636389568000000000,8/22/2017,24,35,46,50,51,7
date=636386112000000000,8/18/2017,1,31,34,40,75,6
date=636383520000000000,8/15/2017,7,16,20,66,73,7
date=636380064000000000,8/11/2017,23,33,53,56,58,6
date=636377472000000000,8/8/2017,11,17,50,52,74,14
date=636374016000000000,8/4/2017,9,17,25,63,71,4
date=636371424000000000,8/1/2017,20,22,52,57,73,7
date=636367968000000000,7/28/2017,4,6,31,49,52,11
date=636365376000000000,7/25/2017,2,5,26,58,60,6
date=636361920000000000,7/21/2017,18,31,36,50,74,10
date=636359328000000000,7/18/2017,8,12,23,51,73,6
date=636355872000000000,7/14/2017,11,12,24,32,73,1
date=636353280000000000,7/11/2017,7,18,24,55,74,10
date=636349824000000000,7/7/2017,2,9,11,28,60,10
date=636347232000000000,7/4/2017,16,39,47,53,71,15
date=636343776000000000,6/30/2017,10,38,51,55,64,6
date=636341184000000000,6/27/2017,4,21,45,52,57,14
date=636337728000000000,6/23/2017,12,20,53,66,74,11
date=636335136000000000,6/20/2017,2,15,41,49,63,3
date=636331680000000000,6/16/2017,18,22,26,30,44,9
date=636329088000000000,6/13/2017,27,51,62,68,75,8
date=636325632000000000,6/9/2017,3,16,28,33,37,9
date=636323040000000000,6/6/2017,3,5,16,49,75,5
date=636319584000000000,6/2/2017,7,42,57,69,72,10
date=636316992000000000,5/30/2017,5,20,32,37,67,5
date=636313536000000000,5/26/2017,25,26,28,37,56,5
date=636310944000000000,5/23/2017,6,13,17,33,60,14
date=636307488000000000,5/19/2017,1,4,5,24,30,1
date=636304896000000000,5/16/2017,4,35,39,56,72,11
date=636301440000000000,5/12/2017,28,34,41,42,47,13
date=636298848000000000,5/9/2017,6,29,45,69,73,11
date=636295392000000000,5/5/2017,4,23,33,47,53,7
date=636292800000000000,5/2/2017,5,14,42,43,58,1
date=636289344000000000,4/28/2017,6,13,18,20,31,13
date=636286752000000000,4/25/2017,3,13,33,40,50,2
date=636283296000000000,4/21/2017,1,12,13,32,34,10
date=636280704000000000,4/18/2017,8,29,30,43,64,6
date=636277248000000000,4/14/2017,5,10,55,60,73,12
date=636274656000000000,4/11/2017,19,34,35,38,49,8
date=636271200000000000,4/7/2017,30,33,43,47,69,15
date=636268608000000000,4/4/2017,13,24,34,35,55,9
date=636265152000000000,3/31/2017,17,24,27,32,58,10
date=636262560000000000,3/28/2017,30,33,35,37,46,10
date=636259104000000000,3/24/2017,5,28,37,61,69,1
date=636256512000000000,3/21/2017,4,45,53,73,75,7
date=636253056000000000,3/17/2017,11,27,31,58,60,10
date=636250464000000000,3/14/2017,16,23,28,33,59,13
date=636247008000000000,3/10/2017,26,38,42,58,70,5
date=636244416000000000,3/7/2017,3,30,45,53,68,11
date=636240960000000000,3/3/2017,14,26,39,48,51,9
date=636238368000000000,2/28/2017,20,33,45,58,69,4
date=636234912000000000,2/24/2017,12,29,33,42,68,14
date=636232320000000000,2/21/2017,9,21,30,32,75,9
date=636228864000000000,2/17/2017,4,56,58,67,75,8
date=636226272000000000,2/14/2017,7,11,33,60,68,15
date=636222816000000000,2/10/2017,32,39,51,62,75,14
date=636220224000000000,2/7/2017,23,28,37,56,71,12
date=636216768000000000,2/3/2017,3,6,29,30,64,3
date=636214176000000000,1/31/2017,3,14,27,62,72,4
date=636210720000000000,1/27/2017,17,37,53,54,61,8
date=636208128000000000,1/24/2017,8,42,54,63,67,11
date=636204672000000000,1/20/2017,7,9,24,41,53,14
date=636202080000000000,1/17/2017,20,31,54,56,59,3
date=636198624000000000,1/13/2017,10,44,58,74,75,11
date=636196032000000000,1/10/2017,11,20,40,41,59,15
date=636192576000000000,1/6/2017,6,10,44,47,54,6
date=636189984000000000,1/3/2017,14,16,23,49,53,12
date=636186528000000000,12/30/2016,6,21,33,39,43,2
date=636183936000000000,12/27/2016,2,28,30,38,39,11
date=636180480000000000,12/23/2016,21,30,39,60,69,15
date=636177888000000000,12/20/2016,1,12,14,48,65,2
date=636174432000000000,12/16/2016,1,8,15,36,43,6
date=636171840000000000,12/13/2016,2,15,26,34,41,14
date=636168384000000000,12/9/2016,19,27,47,67,68,1
date=636165792000000000,12/6/2016,13,34,48,53,63,12
date=636162336000000000,12/2/2016,3,33,35,49,51,1
date=636159744000000000,11/29/2016,22,33,49,51,59,8
date=636156288000000000,11/25/2016,44,47,49,69,75,10
date=636153696000000000,11/22/2016,1,43,45,66,69,7
date=636150240000000000,11/18/2016,31,32,49,55,58,15
date=636147648000000000,11/15/2016,9,17,23,57,71,6
date=636144192000000000,11/11/2016,16,40,47,53,59,11
date=636141600000000000,11/8/2016,46,48,53,61,74,12
date=636138144000000000,11/4/2016,10,29,32,44,46,10
date=636135552000000000,11/1/2016,19,24,31,39,45,13
date=636132096000000000,10/28/2016,7,38,46,57,66,2
date=636129504000000000,10/25/2016,8,9,24,49,67,13
date=636126048000000000,10/21/2016,12,43,44,48,66,3
date=636123456000000000,10/18/2016,7,24,28,65,74,1
date=636120000000000000,10/14/2016,7,27,60,64,74,5
date=636117408000000000,10/11/2016,36,39,42,45,48,3
date=636113952000000000,10/7/2016,24,37,42,50,65,14
date=636111360000000000,10/4/2016,18,29,30,54,66,1
date=636107904000000000,9/30/2016,21,30,47,50,57,9
date=636105312000000000,9/27/2016,14,16,26,53,72,4
date=636101856000000000,9/23/2016,1,5,8,25,62,14
date=636099264000000000,9/20/2016,2,22,34,62,72,2
date=636095808000000000,9/16/2016,13,21,28,34,40,15
date=636093216000000000,9/13/2016,6,15,17,39,56,15
date=636089760000000000,9/9/2016,1,34,43,44,63,11
date=636087168000000000,9/6/2016,25,37,58,69,75,8
date=636083712000000000,9/2/2016,22,28,41,46,60,3
date=636081120000000000,8/30/2016,28,32,41,51,71,11
date=636077664000000000,8/26/2016,10,11,31,41,44,14
date=636075072000000000,8/23/2016,2,7,46,61,66,1
date=636071616000000000,8/19/2016,22,37,45,65,73,13
date=636069024000000000,8/16/2016,2,43,52,62,63,6
date=636065568000000000,8/12/2016,4,41,44,56,69,10
date=636062976000000000,8/9/2016,12,19,20,44,66,1
date=636059520000000000,8/5/2016,5,18,28,54,74,6
date=636056928000000000,8/2/2016,3,12,36,54,70,12
date=636053472000000000,7/29/2016,11,16,19,31,48,4
date=636050880000000000,7/26/2016,1,4,31,36,54,9
date=636047424000000000,7/22/2016,8,24,25,26,30,7
date=636044832000000000,7/19/2016,3,34,54,65,66,4
date=636041376000000000,7/15/2016,16,51,52,56,58,4
date=636038784000000000,7/12/2016,6,8,22,46,68,4
date=636035328000000000,7/8/2016,8,19,20,55,73,5
date=636032736000000000,7/5/2016,29,46,53,64,73,10
date=636029280000000000,7/1/2016,20,41,42,45,49,14
date=636026688000000000,6/28/2016,15,17,20,35,55,7
date=636023232000000000,6/24/2016,11,14,54,57,63,11
date=636020640000000000,6/21/2016,6,13,21,49,50,10
date=636017184000000000,6/17/2016,20,23,30,44,59,9
date=636014592000000000,6/14/2016,36,37,38,52,62,6
date=636011136000000000,6/10/2016,34,61,66,67,68,7
date=636008544000000000,6/7/2016,25,48,51,65,72,4
date=636005088000000000,6/3/2016,32,54,65,66,71,10
date=636002496000000000,5/31/2016,9,31,34,41,49,8
date=635999040000000000,5/27/2016,18,41,50,68,70,9
date=635996448000000000,5/24/2016,11,50,51,70,75,15
date=635992992000000000,5/20/2016,19,24,26,40,68,8
date=635990400000000000,5/17/2016,17,24,27,48,75,6
date=635986944000000000,5/13/2016,20,21,38,54,66,7
date=635984352000000000,5/10/2016,12,22,46,56,74,4
date=635980896000000000,5/6/2016,14,26,27,32,36,7
date=635978304000000000,5/3/2016,28,29,33,36,45,15
date=635974848000000000,4/29/2016,5,6,37,55,74,10
date=635972256000000000,4/26/2016,14,16,17,28,48,2
date=635968800000000000,4/22/2016,2,19,21,42,60,13
date=635966208000000000,4/19/2016,9,28,40,57,65,2
date=635962752000000000,4/15/2016,9,10,34,37,73,9
date=635960160000000000,4/12/2016,7,11,59,62,63,3
date=635956704000000000,4/8/2016,31,38,52,65,71,15
date=635954112000000000,4/5/2016,13,45,52,53,57,10
date=635950656000000000,4/1/2016,25,28,33,41,69,6
date=635948064000000000,3/29/2016,33,38,40,46,49,15
date=635944608000000000,3/25/2016,4,11,12,35,46,12
date=635942016000000000,3/22/2016,6,19,34,38,70,5
date=635938560000000000,3/18/2016,5,8,57,59,73,13
date=635935968000000000,3/15/2016,18,26,30,44,68,7
date=635932512000000000,3/11/2016,14,18,48,54,71,13
date=635929920000000000,3/8/2016,27,37,54,66,69,5
date=635926464000000000,3/4/2016,21,26,33,48,73,14
date=635923872000000000,3/1/2016,1,29,33,34,55,6
date=635920416000000000,2/26/2016,3,15,19,62,74,14
date=635917824000000000,2/23/2016,16,32,39,53,57,10
date=635914368000000000,2/19/2016,2,27,41,50,75,4
date=635911776000000000,2/16/2016,9,31,33,46,64,4
date=635908320000000000,2/12/2016,1,7,44,68,73,1
date=635905728000000000,2/9/2016,3,42,46,56,71,13
date=635902272000000000,2/5/2016,4,6,23,55,75,2
date=635899680000000000,2/2/2016,7,13,25,51,70,9
date=635896224000000000,1/29/2016,20,28,49,51,52,6
date=635893632000000000,1/26/2016,14,27,39,50,69,2
date=635890176000000000,1/22/2016,21,25,40,46,56,3
date=635887584000000000,1/19/2016,2,17,31,39,47,9
date=635884128000000000,1/15/2016,29,41,53,54,70,12
date=635881536000000000,1/12/2016,15,27,29,31,48,15
date=635878080000000000,1/8/2016,11,39,51,57,75,2
date=635875488000000000,1/5/2016,1,4,36,48,57,13
date=635872032000000000,1/1/2016,7,18,37,38,39,9
date=635869440000000000,12/29/2015,20,25,55,62,74,7
date=635865984000000000,12/25/2015,15,25,29,44,51,4
date=635863392000000000,12/22/2015,11,21,40,50,70,15
date=635859936000000000,12/18/2015,6,23,24,28,62,7
date=635857344000000000,12/15/2015,18,25,47,51,61,5
date=635853888000000000,12/11/2015,14,20,43,54,69,5
date=635851296000000000,12/8/2015,7,17,37,49,73,15
date=635847840000000000,12/4/2015,26,42,47,61,73,6
date=635845248000000000,12/1/2015,5,7,25,50,59,12
date=635841792000000000,11/27/2015,16,20,39,56,59,12
date=635839200000000000,11/24/2015,2,19,30,38,70,8
date=635835744000000000,11/20/2015,9,12,29,37,67,15
date=635833152000000000,11/17/2015,12,14,18,24,61,10
date=635829696000000000,11/13/2015,17,18,31,35,59,9
date=635827104000000000,11/10/2015,8,17,20,45,71,4
date=635823648000000000,11/6/2015,10,31,35,50,72,8
date=635821056000000000,11/3/2015,16,29,44,69,74,12
date=635817600000000000,10/30/2015,17,41,51,53,56,15
date=635815008000000000,10/27/2015,9,26,27,29,74,4
date=635811552000000000,10/23/2015,25,32,37,45,70,1
date=635808960000000000,10/20/2015,6,25,35,38,52,4
date=635805504000000000,10/16/2015,2,38,48,61,68,4
date=635802912000000000,10/13/2015,7,9,24,38,52,1
date=635799456000000000,10/9/2015,8,9,21,63,75,14
date=635796864000000000,10/6/2015,17,58,63,64,66,13
date=635793408000000000,10/2/2015,4,14,29,31,47,9
date=635790816000000000,9/29/2015,8,21,30,61,62,9
date=635787360000000000,9/25/2015,3,8,38,51,64,4
date=635784768000000000,9/22/2015,28,30,38,45,51,8
date=635781312000000000,9/18/2015,17,34,35,51,65,7
date=635778720000000000,9/15/2015,7,20,35,49,56,9
date=635775264000000000,9/11/2015,5,11,31,50,67,14
date=635772672000000000,9/8/2015,19,20,36,41,46,7
date=635769216000000000,9/4/2015,17,21,39,52,57,5
date=635766624000000000,9/1/2015,2,5,35,40,54,13
date=635763168000000000,8/28/2015,13,35,40,60,68,9
date=635760576000000000,8/25/2015,5,44,54,59,63,1
date=635757120000000000,8/21/2015,13,15,21,41,72,1
date=635754528000000000,8/18/2015,2,7,33,39,53,9
date=635751072000000000,8/14/2015,12,15,20,52,71,3
date=635748480000000000,8/11/2015,3,8,29,57,68,8
date=635745024000000000,8/7/2015,1,38,53,63,66,10
date=635742432000000000,8/4/2015,2,19,44,51,57,14
date=635738976000000000,7/31/2015,28,32,33,40,46,10
date=635736384000000000,7/28/2015,8,35,61,68,75,15
date=635732928000000000,7/24/2015,10,12,26,60,62,13
date=635730336000000000,7/21/2015,20,30,62,65,74,1
date=635726880000000000,7/17/2015,6,17,30,31,41,15
date=635724288000000000,7/14/2015,19,24,30,35,72,5
date=635720832000000000,7/10/2015,24,27,45,51,54,8
date=635718240000000000,7/7/2015,6,15,16,28,49,14
date=635714784000000000,7/3/2015,33,50,64,71,72,9
date=635712192000000000,6/30/2015,11,17,34,43,50,15
date=635708736000000000,6/26/2015,12,23,33,47,50,3
date=635706144000000000,6/23/2015,6,13,38,56,70,2
date=635702688000000000,6/19/2015,4,35,36,52,68,8
date=635700096000000000,6/16/2015,8,19,26,56,67,14
date=635696640000000000,6/12/2015,1,40,42,56,62,2
date=635694048000000000,6/9/2015,6,16,17,25,36,7
date=635690592000000000,6/5/2015,7,22,27,41,49,10
date=635688000000000000,6/2/2015,2,9,11,22,23,12
date=635684544000000000,5/29/2015,20,27,38,49,66,2
date=635681952000000000,5/26/2015,1,39,52,69,72,12
date=635678496000000000,5/22/2015,3,14,15,25,48,8
date=635675904000000000,5/19/2015,10,12,21,29,65,10
date=635672448000000000,5/15/2015,11,17,21,36,74,15
date=635669856000000000,5/12/2015,14,30,33,36,44,2
date=635666400000000000,5/8/2015,9,21,25,66,72,7
date=635663808000000000,5/5/2015,11,21,42,62,71,7
date=635660352000000000,5/1/2015,17,18,61,66,74,3
date=635657760000000000,4/28/2015,22,27,55,58,63,11
date=635654304000000000,4/24/2015,24,25,29,47,67,4
date=635651712000000000,4/21/2015,31,33,35,41,69,11
date=635648256000000000,4/17/2015,15,18,29,41,50,5
date=635645664000000000,4/14/2015,3,7,25,68,71,3
date=635642208000000000,4/10/2015,6,11,32,46,68,9
date=635639616000000000,4/7/2015,5,15,22,26,64,6
date=635636160000000000,4/3/2015,10,36,47,63,74,2
date=635633568000000000,3/31/2015,8,26,41,61,73,11
date=635630112000000000,3/27/2015,17,21,36,58,70,3
date=635627520000000000,3/24/2015,2,23,32,45,55,12
date=635624064000000000,3/20/2015,7,50,54,61,75,7
date=635621472000000000,3/17/2015,11,27,44,45,58,3
date=635618016000000000,3/13/2015,8,22,30,42,45,3
date=635615424000000000,3/10/2015,10,14,19,30,73,14
date=635611968000000000,3/6/2015,30,48,55,68,73,5
date=635609376000000000,3/3/2015,9,11,42,44,50,3
date=635605920000000000,2/27/2015,7,49,53,60,64,4
date=635603328000000000,2/24/2015,15,23,26,45,66,4
date=635599872000000000,2/20/2015,2,6,8,52,66,13
date=635597280000000000,2/17/2015,6,45,50,65,66,1
date=635593824000000000,2/13/2015,4,20,44,65,74,14
date=635591232000000000,2/10/2015,7,42,53,58,71,15
date=635587776000000000,2/6/2015,5,6,17,33,68,13
date=635585184000000000,2/3/2015,11,22,25,58,69,13
date=635581728000000000,1/30/2015,18,31,39,45,55,6
date=635579136000000000,1/27/2015,5,26,27,44,57,7
date=635575680000000000,1/23/2015,14,15,32,68,72,8
date=635573088000000000,1/20/2015,31,35,56,59,63,6
date=635569632000000000,1/16/2015,26,32,44,45,58,11
date=635567040000000000,1/13/2015,12,20,25,50,51,7
date=635563584000000000,1/9/2015,37,49,50,56,57,8
date=635560992000000000,1/6/2015,12,20,27,38,75,4
date=635557536000000000,1/2/2015,13,15,35,62,74,12
date=635554944000000000,12/30/2014,3,7,44,63,67,12
date=635551488000000000,12/26/2014,2,5,10,20,38,14
date=635548896000000000,12/23/2014,4,10,31,56,66,7
date=635545440000000000,12/19/2014,14,18,58,59,68,4
date=635542848000000000,12/16/2014,41,58,68,72,73,1
date=635539392000000000,12/12/2014,2,31,46,58,65,7
date=635536800000000000,12/9/2014,27,45,49,51,52,14
date=635533344000000000,12/5/2014,4,5,11,51,59,5
date=635530752000000000,12/2/2014,13,18,22,49,62,11
date=635527296000000000,11/28/2014,8,26,29,36,47,10
date=635524704000000000,11/25/2014,10,11,29,47,56,4
date=635521248000000000,11/21/2014,3,12,35,37,63,15
date=635518656000000000,11/18/2014,37,39,53,68,75,6
date=635515200000000000,11/14/2014,3,49,61,62,68,15
date=635512608000000000,11/11/2014,23,25,28,30,75,11
date=635509152000000000,11/7/2014,31,35,41,65,66,5
date=635506560000000000,11/4/2014,9,15,24,39,41,1
date=635503104000000000,10/31/2014,11,29,36,58,67,15
date=635500512000000000,10/28/2014,3,50,57,58,60,11
date=635497056000000000,10/24/2014,2,14,21,28,55,3
date=635494464000000000,10/21/2014,5,35,37,41,66,11
date=635491008000000000,10/17/2014,21,31,43,56,60,12
date=635488416000000000,10/14/2014,11,37,46,64,68,15
date=635484960000000000,10/10/2014,2,32,35,50,59,3
date=635482368000000000,10/7/2014,16,29,46,48,55,2
date=635478912000000000,10/3/2014,3,20,34,58,67,6
date=635476320000000000,9/30/2014,3,16,52,54,61,6
date=635472864000000000,9/26/2014,17,26,35,46,62,9
date=635470272000000000,9/23/2014,21,24,25,40,43,12
date=635466816000000000,9/19/2014,16,25,27,29,34,2
date=635464224000000000,9/16/2014,25,45,51,53,73,2
date=635460768000000000,9/12/2014,18,28,33,36,42,7
date=635458176000000000,9/9/2014,25,34,55,70,71,1
date=635454720000000000,9/5/2014,7,12,20,24,59,7
date=635452128000000000,9/2/2014,1,8,54,69,72,1
date=635448672000000000,8/29/2014,3,26,45,58,73,12
date=635446080000000000,8/26/2014,29,31,51,60,64,1
date=635442624000000000,8/22/2014,5,31,34,41,74,3
date=635440032000000000,8/19/2014,22,39,56,67,71,15
date=635436576000000000,8/15/2014,16,19,28,29,68,9
date=635433984000000000,8/12/2014,32,53,60,63,68,6
date=635430528000000000,8/8/2014,9,16,61,70,75,7
date=635427936000000000,8/5/2014,25,28,36,45,53,6
date=635424480000000000,8/1/2014,13,29,34,37,72,6
date=635421888000000000,7/29/2014,2,8,16,43,74,1
date=635418432000000000,7/25/2014,22,29,33,41,68,12
date=635415840000000000,7/22/2014,14,18,22,31,47,15
date=635412384000000000,7/18/2014,5,8,59,65,72,3
date=635409792000000000,7/15/2014,2,4,17,36,40,5
date=635406336000000000,7/11/2014,9,13,30,35,69,10
date=635403744000000000,7/8/2014,14,25,27,48,49,9
date=635400288000000000,7/4/2014,16,33,39,58,69,2
date=635397696000000000,7/1/2014,9,22,38,47,49,15
date=635394240000000000,6/27/2014,15,29,31,46,64,10
date=635391648000000000,6/24/2014,13,17,24,47,65,10
date=635388192000000000,6/20/2014,1,22,25,29,56,3
date=635385600000000000,6/17/2014,10,14,24,47,60,3
date=635382144000000000,6/13/2014,7,38,46,49,56,1
date=635379552000000000,6/10/2014,2,10,24,26,74,7
date=635376096000000000,6/6/2014,12,29,37,49,72,9
date=635373504000000000,6/3/2014,19,28,62,66,74,6
date=635370048000000000,5/30/2014,10,13,42,43,62,2
date=635367456000000000,5/27/2014,1,6,10,46,58,13
date=635364000000000000,5/23/2014,12,14,21,38,70,15
