date_code, draw_date,num_1,num_2,num_3,num_4,num_5, MB
date=635361408000000000,5/20/2014,10,40,63,64,69,7
date=635357952000000000,5/16/2014,13,14,16,50,56,11
date=635355360000000000,5/13/2014,37,46,48,70,74,1
date=635351904000000000,5/9/2014,10,28,39,51,59,14
date=635349312000000000,5/6/2014,18,20,27,48,51,5
date=635345856000000000,5/2/2014,1,18,26,35,40,13
date=635343264000000000,4/29/2014,7,43,59,61,66,3
date=635339808000000000,4/25/2014,3,11,18,20,66,9
date=635337216000000000,4/22/2014,2,18,19,49,50,1
date=635333760000000000,4/18/2014,18,25,38,45,63,9
date=635331168000000000,4/15/2014,4,39,46,47,70,13
date=635327712000000000,4/11/2014,3,42,44,47,57,8
date=635325120000000000,4/8/2014,35,36,41,60,71,3
date=635321664000000000,4/4/2014,1,10,15,41,54,9
date=635319072000000000,4/1/2014,10,23,68,74,75,9
date=635315616000000000,3/28/2014,2,3,9,50,73,12
date=635313024000000000,3/25/2014,19,26,51,57,73,15
date=635309568000000000,3/21/2014,2,23,30,35,53,10
date=635306976000000000,3/18/2014,11,19,24,33,51,7
date=635303520000000000,3/14/2014,7,20,40,54,69,12
date=635300928000000000,3/11/2014,9,14,56,57,69,10
date=635297472000000000,3/7/2014,11,13,51,57,69,1
date=635294880000000000,3/4/2014,10,29,31,35,45,10
date=635291424000000000,2/28/2014,3,31,50,58,59,6
date=635288832000000000,2/25/2014,12,18,25,35,66,15
date=635285376000000000,2/21/2014,23,29,32,45,46,15
date=635282784000000000,2/18/2014,23,29,31,37,70,14
date=635279328000000000,2/14/2014,20,28,35,71,72,7
date=635276736000000000,2/11/2014,43,64,67,71,73,4
date=635273280000000000,2/7/2014,11,21,23,35,64,10
date=635270688000000000,2/4/2014,25,44,49,60,73,9
date=635267232000000000,1/31/2014,3,9,13,47,52,8
date=635264640000000000,1/28/2014,7,16,28,53,60,2
date=635261184000000000,1/24/2014,22,45,46,47,65,10
date=635258592000000000,1/21/2014,8,23,33,45,52,4
date=635255136000000000,1/17/2014,1,10,26,31,51,11
date=635252544000000000,1/14/2014,4,23,26,62,69,13
date=635249088000000000,1/10/2014,8,28,36,37,57,8
date=635246496000000000,1/7/2014,13,34,56,62,64,6
date=635243040000000000,1/3/2014,22,24,25,40,70,5
date=635240448000000000,12/31/2013,8,12,34,52,58,8
date=635236992000000000,12/27/2013,4,15,35,48,49,11
date=635234400000000000,12/24/2013,23,34,53,58,73,2
date=635230944000000000,12/20/2013,3,4,31,49,57,6
date=635228352000000000,12/17/2013,8,14,17,20,39,7
date=635224896000000000,12/13/2013,19,24,26,27,70,12
date=635222304000000000,12/10/2013,5,12,22,41,65,13
date=635218848000000000,12/6/2013,11,29,44,63,64,3
date=635216256000000000,12/3/2013,7,12,41,44,59,3
date=635212800000000000,11/29/2013,9,41,43,47,57,5
date=635210208000000000,11/26/2013,27,44,59,74,75,3
date=635206752000000000,11/22/2013,17,23,35,36,44,8
date=635204160000000000,11/19/2013,14,15,29,49,63,2
date=635200704000000000,11/15/2013,25,44,49,54,63,8
date=635198112000000000,11/12/2013,20,30,32,42,71,15
date=635194656000000000,11/8/2013,41,42,51,57,65,7
date=635192064000000000,11/5/2013,2,11,42,64,74,2
date=635188608000000000,11/1/2013,32,35,49,62,67,1
date=635186016000000000,10/29/2013,20,33,50,53,54,7
date=635182560000000000,10/25/2013,6,16,45,54,60,15
date=635179968000000000,10/22/2013,2,3,19,52,71,14
date=635176512000000000,10/18/2013,5,20,45,48,56,1
date=635173920000000000,10/15/2013,4,23,30,43,50,11
date=635170464000000000,10/11/2013,3,27,37,45,48,46
date=635167872000000000,10/8/2013,6,15,19,23,40,5
date=635164416000000000,10/4/2013,4,16,24,25,44,5
date=635161824000000000,10/1/2013,7,10,30,37,53,1
date=635158368000000000,9/27/2013,9,23,27,49,51,38
date=635155776000000000,9/24/2013,4,11,32,39,40,33
date=635152320000000000,9/20/2013,1,15,20,21,47,34
date=635149728000000000,9/17/2013,6,15,27,31,39,25
date=635146272000000000,9/13/2013,9,22,28,48,54,8
date=635143680000000000,9/10/2013,2,12,18,54,56,1
date=635140224000000000,9/6/2013,2,16,17,22,41,31
date=635137632000000000,9/3/2013,4,13,14,28,41,28
date=635134176000000000,8/30/2013,6,19,24,43,44,33
date=635131584000000000,8/27/2013,4,7,30,36,38,38
date=635128128000000000,8/23/2013,1,9,17,20,53,14
date=635125536000000000,8/20/2013,13,28,35,38,41,33
date=635122080000000000,8/16/2013,7,13,26,36,46,37
date=635119488000000000,8/13/2013,2,31,32,37,41,40
date=635116032000000000,8/9/2013,11,20,30,34,38,12
date=635113440000000000,8/6/2013,1,11,16,51,55,41
date=635109984000000000,8/2/2013,8,21,23,25,39,4
date=635107392000000000,7/30/2013,25,27,36,42,44,39
date=635103936000000000,7/26/2013,4,22,23,27,38,42
date=635101344000000000,7/23/2013,25,32,35,50,51,46
date=635097888000000000,7/19/2013,16,20,24,39,42,46
date=635095296000000000,7/16/2013,10,14,21,40,53,20
date=635091840000000000,7/12/2013,4,5,25,27,51,10
date=635089248000000000,7/9/2013,3,21,43,45,48,14
date=635085792000000000,7/5/2013,2,23,41,47,54,42
date=635083200000000000,7/2/2013,36,42,51,52,53,40
date=635079744000000000,6/28/2013,8,15,35,46,52,38
date=635077152000000000,6/25/2013,3,5,28,33,51,16
date=635073696000000000,6/21/2013,3,14,17,40,50,3
date=635071104000000000,6/18/2013,6,17,34,40,48,30
date=635067648000000000,6/14/2013,2,5,31,33,34,20
date=635065056000000000,6/11/2013,15,40,45,50,53,28
date=635061600000000000,6/7/2013,1,10,37,48,55,21
date=635059008000000000,6/4/2013,10,11,12,20,55,19
date=635055552000000000,5/31/2013,2,20,26,44,46,26
date=635052960000000000,5/28/2013,4,12,25,32,54,36
date=635049504000000000,5/24/2013,4,5,16,18,53,28
date=635046912000000000,5/21/2013,2,15,17,48,55,11
date=635043456000000000,5/17/2013,11,15,35,43,49,41
date=635040864000000000,5/14/2013,6,10,12,28,32,38
date=635037408000000000,5/10/2013,1,19,20,39,49,28
date=635034816000000000,5/7/2013,1,6,13,20,51,31
date=635031360000000000,5/3/2013,2,20,34,42,54,39
date=635028768000000000,4/30/2013,21,30,34,39,49,43
date=635025312000000000,4/26/2013,17,42,49,54,55,31
date=635022720000000000,4/23/2013,9,21,22,32,50,10
date=635019264000000000,4/19/2013,6,8,12,22,43,28
date=635016672000000000,4/16/2013,2,5,15,18,39,42
date=635013216000000000,4/12/2013,1,10,13,19,21,28
date=635010624000000000,4/9/2013,17,30,41,48,54,13
date=635007168000000000,4/5/2013,8,15,23,36,41,5
date=635004576000000000,4/2/2013,7,10,14,40,47,34
date=635001120000000000,3/29/2013,25,31,36,46,53,21
date=634998528000000000,3/26/2013,20,33,46,49,51,46
date=634995072000000000,3/22/2013,14,27,34,37,41,38
date=634992480000000000,3/19/2013,3,6,14,21,37,35
date=634989024000000000,3/15/2013,4,8,17,22,32,8
date=634986432000000000,3/12/2013,9,12,19,20,30,39
date=634982976000000000,3/8/2013,4,11,25,34,35,44
date=634980384000000000,3/5/2013,6,20,39,41,46,42
date=634976928000000000,3/1/2013,17,30,38,43,51,20
date=634974336000000000,2/26/2013,6,7,13,15,43,7
date=634970880000000000,2/22/2013,9,13,24,38,49,30
date=634968288000000000,2/19/2013,1,15,19,30,56,28
date=634964832000000000,2/15/2013,11,35,41,42,44,42
date=634962240000000000,2/12/2013,9,22,32,38,55,44
date=634958784000000000,2/8/2013,6,15,20,39,50,5
date=634956192000000000,2/5/2013,2,5,10,26,44,46
date=634952736000000000,2/1/2013,1,30,32,40,41,17
date=634950144000000000,1/29/2013,8,12,27,46,47,6
date=634946688000000000,1/25/2013,11,12,17,31,48,1
date=634944096000000000,1/22/2013,7,11,16,39,54,13
date=634940640000000000,1/18/2013,8,18,25,42,49,14
date=634938048000000000,1/15/2013,1,6,12,19,41,14
date=634934592000000000,1/11/2013,24,29,30,34,56,1
date=634932000000000000,1/8/2013,3,20,21,38,42,19
date=634928544000000000,1/4/2013,1,2,23,25,55,39
date=634925952000000000,1/1/2013,4,11,21,25,44,29
date=634922496000000000,12/28/2012,10,13,32,40,41,32
date=634919904000000000,12/25/2012,2,3,18,34,48,36
date=634916448000000000,12/21/2012,3,18,32,41,56,19
date=634913856000000000,12/18/2012,1,6,7,18,29,16
date=634910400000000000,12/14/2012,11,28,33,41,43,41
date=634907808000000000,12/11/2012,39,44,51,52,54,13
date=634904352000000000,12/7/2012,7,43,44,51,56,4
date=634901760000000000,12/4/2012,3,19,24,32,43,44
date=634898304000000000,11/30/2012,11,22,24,28,31,46
date=634895712000000000,11/27/2012,5,12,26,42,49,24
date=634892256000000000,11/23/2012,8,37,44,47,48,27
date=634889664000000000,11/20/2012,9,13,22,38,52,44
date=634886208000000000,11/16/2012,5,24,26,29,53,36
date=634883616000000000,11/13/2012,6,12,31,46,56,34
date=634880160000000000,11/9/2012,18,22,33,35,40,11
date=634877568000000000,11/6/2012,3,5,13,32,35,6
date=634874112000000000,11/2/2012,4,18,22,38,44,24
date=634871520000000000,10/30/2012,5,12,18,29,56,38
date=634868064000000000,10/26/2012,4,15,24,36,40,44
date=634865472000000000,10/23/2012,1,17,42,46,55,1
date=634862016000000000,10/19/2012,14,34,36,48,53,42
date=634859424000000000,10/16/2012,13,37,40,46,52,29
date=634855968000000000,10/12/2012,6,10,24,26,42,15
date=634853376000000000,10/9/2012,6,15,16,22,37,3
date=634849920000000000,10/5/2012,8,9,16,32,39,15
date=634847328000000000,10/2/2012,10,11,20,42,55,9
date=634843872000000000,9/28/2012,6,8,14,43,56,28
date=634841280000000000,9/25/2012,7,8,23,50,51,26
date=634837824000000000,9/21/2012,3,13,14,46,55,34
date=634835232000000000,9/18/2012,5,9,22,36,49,36
date=634831776000000000,9/14/2012,16,17,21,40,51,20
date=634829184000000000,9/11/2012,5,11,20,33,36,11
date=634825728000000000,9/7/2012,15,32,38,42,46,31
date=634823136000000000,9/4/2012,16,32,39,41,53,16
date=634819680000000000,8/31/2012,31,40,41,47,48,45
date=634817088000000000,8/28/2012,4,9,40,45,50,39
date=634813632000000000,8/24/2012,25,34,45,46,49,34
date=634811040000000000,8/21/2012,5,13,20,23,33,30
date=634807584000000000,8/17/2012,8,20,24,35,56,24
date=634804992000000000,8/14/2012,15,23,34,39,55,32
date=634801536000000000,8/10/2012,10,18,36,38,44,8
date=634798944000000000,8/7/2012,30,32,33,42,48,7
date=634795488000000000,8/3/2012,2,10,13,38,46,2
date=634792896000000000,7/31/2012,5,18,21,29,41,37
date=634789440000000000,7/27/2012,2,3,4,8,43,26
date=634786848000000000,7/24/2012,5,9,38,46,51,5
date=634783392000000000,7/20/2012,2,44,48,50,52,3
date=634780800000000000,7/17/2012,1,13,21,49,55,17
date=634777344000000000,7/13/2012,6,7,13,24,46,34
date=634774752000000000,7/10/2012,3,11,19,23,36,21
date=634771296000000000,7/6/2012,20,23,28,35,39,21
date=634768704000000000,7/3/2012,3,4,24,36,52,45
date=634765248000000000,6/29/2012,28,34,39,45,53,34
date=634762656000000000,6/26/2012,3,16,23,35,36,20
date=634759200000000000,6/22/2012,10,16,19,32,36,13
date=634756608000000000,6/19/2012,11,21,27,30,53,11
date=634753152000000000,6/15/2012,8,12,18,30,40,4
date=634750560000000000,6/12/2012,2,9,17,34,50,45
date=634747104000000000,6/8/2012,4,9,34,40,48,25
date=634744512000000000,6/5/2012,37,39,42,53,55,22
date=634741056000000000,6/1/2012,2,27,38,46,52,45
date=634738464000000000,5/29/2012,2,14,29,53,55,31
date=634735008000000000,5/25/2012,9,15,21,40,54,11
date=634732416000000000,5/22/2012,10,14,35,43,52,16
date=634728960000000000,5/18/2012,3,11,22,34,49,1
date=634726368000000000,5/15/2012,10,11,12,14,24,6
date=634722912000000000,5/11/2012,3,15,29,35,54,8
date=634720320000000000,5/8/2012,2,6,8,18,51,19
date=634716864000000000,5/4/2012,4,11,21,42,53,38
date=634714272000000000,5/1/2012,24,27,31,45,52,38
date=634710816000000000,4/27/2012,2,5,45,46,47,37
date=634708224000000000,4/24/2012,3,9,15,37,38,39
date=634704768000000000,4/20/2012,14,23,26,33,35,40
date=634702176000000000,4/17/2012,1,16,24,32,48,2
date=634698720000000000,4/13/2012,9,14,17,36,42,33
date=634696128000000000,4/10/2012,2,6,12,31,48,25
date=634692672000000000,4/6/2012,2,19,20,24,33,39
date=634690080000000000,4/3/2012,11,35,38,41,52,40
date=634686624000000000,3/30/2012,2,4,23,38,46,23
date=634684032000000000,3/27/2012,9,19,34,44,51,24
date=634680576000000000,3/23/2012,6,17,19,20,21,20
date=634677984000000000,3/20/2012,1,4,6,11,14,30
date=634674528000000000,3/16/2012,28,29,43,51,53,7
date=634671936000000000,3/13/2012,2,8,30,36,48,31
date=634668480000000000,3/9/2012,9,10,27,36,42,11
date=634665888000000000,3/6/2012,20,24,31,33,36,44
date=634662432000000000,3/2/2012,16,29,48,52,54,5
date=634659840000000000,2/28/2012,6,15,29,39,51,36
date=634656384000000000,2/24/2012,1,16,18,25,27,3
date=634653792000000000,2/21/2012,9,30,39,42,47,37
date=634650336000000000,2/17/2012,16,25,28,32,40,3
date=634647744000000000,2/14/2012,3,5,10,26,27,27
date=634644288000000000,2/10/2012,3,4,18,29,50,20
date=634641696000000000,2/7/2012,17,23,30,37,45,4
date=634638240000000000,2/3/2012,7,19,21,49,53,35
date=634635648000000000,1/31/2012,9,17,18,28,43,9
date=634632192000000000,1/27/2012,3,5,30,36,48,23
date=634629600000000000,1/24/2012,10,22,24,36,49,33
date=634626144000000000,1/20/2012,1,9,28,38,47,8
date=634623552000000000,1/17/2012,3,15,31,36,53,27
date=634620096000000000,1/13/2012,10,27,28,37,51,19
date=634617504000000000,1/10/2012,4,10,16,38,48,34
date=634614048000000000,1/6/2012,9,17,28,34,48,46
date=634611456000000000,1/3/2012,2,3,15,22,36,23
date=634608000000000000,12/30/2011,4,24,45,46,52,1
date=634605408000000000,12/27/2011,23,32,33,39,43,8
date=634601952000000000,12/23/2011,3,5,8,18,29,14
date=634599360000000000,12/20/2011,20,24,27,45,51,31
date=634595904000000000,12/16/2011,2,4,26,36,39,27
date=634593312000000000,12/13/2011,5,6,22,26,41,6
date=634589856000000000,12/9/2011,4,12,29,49,51,44
date=634587264000000000,12/6/2011,7,21,29,35,49,39
date=634583808000000000,12/2/2011,24,30,48,51,56,45
date=634581216000000000,11/29/2011,17,29,43,48,52,36
date=634577760000000000,11/25/2011,22,28,42,49,54,43
date=634575168000000000,11/22/2011,4,16,23,33,48,38
date=634571712000000000,11/18/2011,4,13,33,39,55,3
date=634569120000000000,11/15/2011,3,6,24,30,33,21
date=634565664000000000,11/11/2011,2,16,22,29,50,27
date=634563072000000000,11/8/2011,5,31,45,47,54,4
date=634559616000000000,11/4/2011,26,30,32,33,44,1
date=634557024000000000,11/1/2011,27,31,39,40,46,36
date=634553568000000000,10/28/2011,13,31,49,52,56,41
date=634550976000000000,10/25/2011,13,33,40,44,46,8
date=634547520000000000,10/21/2011,6,21,35,37,38,17
date=634544928000000000,10/18/2011,24,25,45,47,53,42
date=634541472000000000,10/14/2011,13,35,42,45,54,26
date=634538880000000000,10/11/2011,25,34,38,44,56,27
date=634535424000000000,10/7/2011,5,15,19,23,38,19
date=634532832000000000,10/4/2011,3,26,40,45,52,11
date=634529376000000000,9/30/2011,3,19,21,44,45,29
date=634526784000000000,9/27/2011,2,20,28,36,45,37
date=634523328000000000,9/23/2011,21,27,32,40,52,36
date=634520736000000000,9/20/2011,6,29,38,50,51,39
date=634517280000000000,9/16/2011,6,23,41,45,56,24
date=634514688000000000,9/13/2011,22,31,43,48,56,45
date=634511232000000000,9/9/2011,7,12,19,23,31,45
date=634508640000000000,9/6/2011,1,36,38,42,49,19
date=634505184000000000,9/2/2011,25,44,48,49,55,20
date=634502592000000000,8/30/2011,2,22,25,28,50,18
date=634499136000000000,8/26/2011,2,3,27,30,47,36
date=634496544000000000,8/23/2011,11,21,44,48,49,23
date=634493088000000000,8/19/2011,5,15,53,54,56,22
date=634490496000000000,8/16/2011,4,38,41,42,43,44
date=634487040000000000,8/12/2011,9,43,51,54,55,13
date=634484448000000000,8/9/2011,11,19,39,45,54,15
date=634480992000000000,8/5/2011,6,24,28,33,42,19
date=634478400000000000,8/2/2011,14,17,19,20,32,28
date=634474944000000000,7/29/2011,8,10,22,47,48,35
date=634472352000000000,7/26/2011,20,25,35,52,55,10
date=634468896000000000,7/22/2011,23,31,32,39,56,38
date=634466304000000000,7/19/2011,2,9,10,16,35,40
date=634462848000000000,7/15/2011,16,29,30,46,56,6
date=634460256000000000,7/12/2011,3,9,11,44,49,9
date=634456800000000000,7/8/2011,1,2,22,37,50,45
date=634454208000000000,7/5/2011,1,10,13,18,46,19
date=634450752000000000,7/1/2011,12,17,30,35,47,26
date=634448160000000000,6/28/2011,12,17,27,47,48,33
date=634444704000000000,6/24/2011,10,14,40,49,51,4
date=634442112000000000,6/21/2011,11,24,25,31,46,17
date=634438656000000000,6/17/2011,12,29,46,47,51,24
date=634436064000000000,6/14/2011,9,10,20,51,53,24
date=634432608000000000,6/10/2011,18,21,27,37,38,7
date=634430016000000000,6/7/2011,29,32,35,47,52,13
date=634426560000000000,6/3/2011,20,23,41,49,53,31
date=634423968000000000,5/31/2011,28,30,31,37,55,13
date=634420512000000000,5/27/2011,5,7,14,28,56,10
date=634417920000000000,5/24/2011,9,12,21,42,43,42
date=634414464000000000,5/20/2011,10,17,19,45,48,30
date=634411872000000000,5/17/2011,1,2,17,25,48,45
date=634408416000000000,5/13/2011,3,33,39,47,53,9
date=634405824000000000,5/10/2011,11,16,34,40,51,34
date=634402368000000000,5/6/2011,6,18,26,37,41,9
date=634399776000000000,5/3/2011,1,16,29,36,50,16
date=634396320000000000,4/29/2011,9,10,11,33,51,29
date=634393728000000000,4/26/2011,19,29,32,38,55,15
date=634390272000000000,4/22/2011,3,18,46,51,53,17
date=634387680000000000,4/19/2011,20,24,32,45,51,43
date=634384224000000000,4/15/2011,22,23,33,39,48,29
date=634381632000000000,4/12/2011,10,23,39,41,45,15
date=634378176000000000,4/8/2011,6,40,45,50,56,11
date=634375584000000000,4/5/2011,1,19,20,31,36,9
date=634372128000000000,4/1/2011,13,14,35,36,53,19
date=634369536000000000,3/29/2011,6,15,23,34,38,43
date=634366080000000000,3/25/2011,22,24,31,52,54,4
date=634363488000000000,3/22/2011,1,14,35,50,53,43
date=634360032000000000,3/18/2011,14,33,34,54,56,37
date=634357440000000000,3/15/2011,10,11,12,28,43,45
date=634353984000000000,3/11/2011,14,19,21,42,45,6
date=634351392000000000,3/8/2011,3,17,19,41,55,24
date=634347936000000000,3/4/2011,8,10,15,23,41,7
date=634345344000000000,3/1/2011,1,12,19,20,47,25
date=634341888000000000,2/25/2011,4,5,17,19,50,7
date=634339296000000000,2/22/2011,15,22,23,48,55,31
date=634335840000000000,2/18/2011,5,6,7,30,45,42
date=634333248000000000,2/15/2011,17,18,24,35,39,18
date=634329792000000000,2/11/2011,8,9,17,32,34,13
date=634327200000000000,2/8/2011,25,35,36,47,48,18
date=634323744000000000,2/4/2011,6,20,29,48,55,6
date=634321152000000000,2/1/2011,16,22,23,26,35,31
date=634317696000000000,1/28/2011,14,33,48,49,50,18
date=634315104000000000,1/25/2011,5,8,31,46,50,4
date=634311648000000000,1/21/2011,5,9,21,35,38,20
date=634309056000000000,1/18/2011,4,27,29,38,45,5
date=634305600000000000,1/14/2011,2,15,17,33,35,8
date=634303008000000000,1/11/2011,1,4,11,16,45,37
date=634299552000000000,1/7/2011,4,22,42,46,53,20
date=634296960000000000,1/4/2011,4,8,15,25,47,42
date=634293504000000000,12/31/2010,10,12,13,35,56,9
date=634290912000000000,12/28/2010,6,18,36,40,49,7
date=634287456000000000,12/24/2010,15,16,27,40,52,16
date=634284864000000000,12/21/2010,8,11,12,31,32,29
date=634281408000000000,12/17/2010,11,20,26,46,53,12
date=634278816000000000,12/14/2010,18,22,25,31,38,29
date=634275360000000000,12/10/2010,23,27,33,44,46,36
date=634272768000000000,12/7/2010,4,38,45,53,54,9
date=634269312000000000,12/3/2010,6,11,12,18,56,12
date=634266720000000000,11/30/2010,11,16,19,47,53,2
date=634263264000000000,11/26/2010,5,9,34,43,47,8
date=634260672000000000,11/23/2010,2,6,12,34,35,33
date=634257216000000000,11/19/2010,7,14,31,51,54,35
date=634254624000000000,11/16/2010,1,26,27,39,46,21
date=634251168000000000,11/12/2010,9,26,28,35,38,10
date=634248576000000000,11/9/2010,8,26,28,33,53,11
date=634245120000000000,11/5/2010,19,25,34,46,53,15
date=634242528000000000,11/2/2010,1,3,12,16,54,46
date=634239072000000000,10/29/2010,4,19,26,28,39,14
date=634236480000000000,10/26/2010,15,21,30,31,32,26
date=634233024000000000,10/22/2010,2,7,18,32,53,18
date=634230432000000000,10/19/2010,2,9,14,37,42,41
date=634226976000000000,10/15/2010,9,10,13,31,50,10
date=634224384000000000,10/12/2010,10,31,36,37,43,15
date=634220928000000000,10/8/2010,24,29,37,48,50,19
date=634218336000000000,10/5/2010,10,19,24,37,44,27
date=634214880000000000,10/1/2010,3,8,21,28,52,43
date=634212288000000000,9/28/2010,2,10,13,36,38,18
date=634208832000000000,9/24/2010,2,28,38,42,55,25
date=634206240000000000,9/21/2010,3,20,43,47,52,26
date=634202784000000000,9/17/2010,3,4,14,18,27,13
date=634200192000000000,9/14/2010,6,14,50,55,56,1
date=634196736000000000,9/10/2010,11,12,17,21,23,20
date=634194144000000000,9/7/2010,8,18,22,24,38,23
date=634190688000000000,9/3/2010,10,13,20,28,36,9
date=634188096000000000,8/31/2010,10,20,29,47,48,38
date=634184640000000000,8/27/2010,4,10,26,32,41,31
date=634182048000000000,8/24/2010,4,23,24,28,32,31
date=634178592000000000,8/20/2010,4,13,20,29,48,36
date=634176000000000000,8/17/2010,11,19,40,43,44,33
date=634172544000000000,8/13/2010,6,17,24,43,55,36
date=634169952000000000,8/10/2010,2,14,26,50,56,12
date=634166496000000000,8/6/2010,7,13,30,33,54,30
date=634163904000000000,8/3/2010,4,13,20,22,56,32
date=634160448000000000,7/30/2010,11,30,40,48,52,42
date=634157856000000000,7/27/2010,2,7,10,16,29,8
date=634154400000000000,7/23/2010,16,19,39,44,49,26
date=634151808000000000,7/20/2010,12,18,28,36,43,19
date=634148352000000000,7/16/2010,2,15,18,20,39,34
date=634145760000000000,7/13/2010,7,11,14,15,34,14
date=634142304000000000,7/9/2010,1,31,33,34,50,41
date=634139712000000000,7/6/2010,8,18,45,47,50,36
date=634136256000000000,7/2/2010,1,10,12,32,36,25
date=634133664000000000,6/29/2010,3,4,15,27,37,35
date=634130208000000000,6/25/2010,1,2,13,19,27,21
date=634127616000000000,6/22/2010,12,17,21,23,30,24
date=634124160000000000,6/18/2010,11,36,37,41,55,7
date=634121568000000000,6/15/2010,4,12,13,21,27,46
date=634118112000000000,6/11/2010,6,13,33,34,42,25
date=634115520000000000,6/8/2010,12,18,28,48,54,6
date=634112064000000000,6/4/2010,12,13,15,17,50,23
date=634109472000000000,6/1/2010,12,27,44,45,51,30
date=634106016000000000,5/28/2010,3,11,20,29,39,26
date=634103424000000000,5/25/2010,5,14,17,19,24,25
date=634099968000000000,5/21/2010,15,20,23,26,30,17
date=634097376000000000,5/18/2010,11,13,19,37,40,26
date=634093920000000000,5/14/2010,20,21,40,47,56,12
date=634091328000000000,5/11/2010,26,33,43,46,54,9
date=634087872000000000,5/7/2010,2,7,20,34,50,40
date=634085280000000000,5/4/2010,9,21,31,36,43,8
date=634081824000000000,4/30/2010,14,20,41,47,53,40
date=634079232000000000,4/27/2010,23,37,41,50,55,6
date=634075776000000000,4/23/2010,19,26,28,37,52,18
date=634073184000000000,4/20/2010,5,8,10,34,42,25
date=634069728000000000,4/16/2010,10,16,31,48,50,44
date=634067136000000000,4/13/2010,3,12,27,39,47,32
date=634063680000000000,4/9/2010,15,18,39,48,53,3
date=634061088000000000,4/6/2010,16,43,44,52,56,26
date=634057632000000000,4/2/2010,2,17,22,30,31,19
date=634055040000000000,3/30/2010,1,11,24,38,44,41
date=634051584000000000,3/26/2010,23,41,46,47,52,22
date=634048992000000000,3/23/2010,3,25,28,29,40,13
date=634045536000000000,3/19/2010,10,31,45,50,54,25
date=634042944000000000,3/16/2010,3,22,48,52,56,13
date=634039488000000000,3/12/2010,2,15,25,48,53,41
date=634036896000000000,3/9/2010,14,16,18,19,29,16
date=634033440000000000,3/5/2010,11,31,34,44,52,32
date=634030848000000000,3/2/2010,9,12,47,48,56,25
date=634027392000000000,2/26/2010,4,14,29,54,56,40
date=634024800000000000,2/23/2010,4,16,36,40,53,18
date=634021344000000000,2/19/2010,1,22,39,42,46,36
date=634018752000000000,2/16/2010,11,12,21,29,45,5
date=634015296000000000,2/12/2010,14,16,17,33,47,23
date=634012704000000000,2/9/2010,2,17,20,26,48,12
date=634009248000000000,2/5/2010,10,20,45,51,53,41
date=634006656000000000,2/2/2010,6,7,26,27,49,9